# xp yp zp phi
# 1 21 21 21
0.000000000000000000e+00 2.000000000000000111e-01 0.000000000000000000e+00 9.900498337491681067e-01
5.000000000000000278e-02 2.000000000000000111e-01 0.000000000000000000e+00 9.894312459319040132e-01
1.000000000000000056e-01 2.000000000000000111e-01 0.000000000000000000e+00 9.875778004938814414e-01
1.500000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 9.844964370054084535e-01
2.000000000000000111e-01 2.000000000000000111e-01 0.000000000000000000e+00 9.801986733067552526e-01
2.500000000000000000e-01 2.000000000000000111e-01 0.000000000000000000e+00 9.747005337838529071e-01
3.000000000000000444e-01 2.000000000000000111e-01 0.000000000000000000e+00 9.680224498313060311e-01
3.500000000000000333e-01 2.000000000000000111e-01 0.000000000000000000e+00 9.601891333679518636e-01
4.000000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 9.512294245007140159e-01
4.500000000000000111e-01 2.000000000000000111e-01 0.000000000000000000e+00 9.411761146508295095e-01
5.000000000000000000e-01 2.000000000000000111e-01 0.000000000000000000e+00 9.300657466602784140e-01
5.500000000000000444e-01 2.000000000000000111e-01 0.000000000000000000e+00 9.179383935832684527e-01
6.000000000000000888e-01 2.000000000000000111e-01 0.000000000000000000e+00 9.048374180359595176e-01
6.500000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 8.908092141255754548e-01
7.000000000000000666e-01 2.000000000000000111e-01 0.000000000000000000e+00 8.759029341062031238e-01
7.500000000000000000e-01 2.000000000000000111e-01 0.000000000000000000e+00 8.601702020118019432e-01
8.000000000000000444e-01 2.000000000000000111e-01 0.000000000000000000e+00 8.436648165963835933e-01
8.500000000000000888e-01 2.000000000000000111e-01 0.000000000000000000e+00 8.264424459664597711e-01
9.000000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 8.085603163214524214e-01
9.500000000000000666e-01 2.000000000000000111e-01 0.000000000000000000e+00 7.900768972239232690e-01
1.000000000000000000e+00 2.000000000000000111e-01 0.000000000000000000e+00 7.710515858035662529e-01
0.000000000000000000e+00 2.500000000000000000e-01 0.000000000000000000e+00 9.844964370054084535e-01
5.000000000000000278e-02 2.500000000000000000e-01 0.000000000000000000e+00 9.838813189766874023e-01
1.000000000000000056e-01 2.500000000000000000e-01 0.000000000000000000e+00 9.820382699020693273e-01
1.500000000000000222e-01 2.500000000000000000e-01 0.000000000000000000e+00 9.789741904263600247e-01
2.000000000000000111e-01 2.500000000000000000e-01 0.000000000000000000e+00 9.747005337838529071e-01
2.500000000000000000e-01 2.500000000000000000e-01 0.000000000000000000e+00 9.692332344763441299e-01
3.000000000000000444e-01 2.500000000000000000e-01 0.000000000000000000e+00 9.625926092944695478e-01
3.500000000000000333e-01 2.500000000000000000e-01 0.000000000000000000e+00 9.548032315427413819e-01
4.000000000000000222e-01 2.500000000000000000e-01 0.000000000000000000e+00 9.458937795578867824e-01
4.500000000000000111e-01 2.500000000000000000e-01 0.000000000000000000e+00 9.358968608271978074e-01
5.000000000000000000e-01 2.500000000000000000e-01 0.000000000000000000e+00 9.248488132162048236e-01
5.500000000000000444e-01 2.500000000000000000e-01 0.000000000000000000e+00 9.127894850009669048e-01
6.000000000000000888e-01 2.500000000000000000e-01 0.000000000000000000e+00 8.997619955676539050e-01
6.500000000000000222e-01 2.500000000000000000e-01 0.000000000000000000e+00 8.858124787892314167e-01
7.000000000000000666e-01 2.500000000000000000e-01 0.000000000000000000e+00 8.709898112145050275e-01
7.500000000000000000e-01 2.500000000000000000e-01 0.000000000000000000e+00 8.553453273074225205e-01
8.000000000000000444e-01 2.500000000000000000e-01 0.000000000000000000e+00 8.389325240535236983e-01
8.500000000000000888e-01 2.500000000000000000e-01 0.000000000000000000e+00 8.218067573052587615e-01
9.000000000000000222e-01 2.500000000000000000e-01 0.000000000000000000e+00 8.040249322683196143e-01
9.500000000000000666e-01 2.500000000000000000e-01 0.000000000000000000e+00 7.856451905372529021e-01
1.000000000000000000e+00 2.500000000000000000e-01 0.000000000000000000e+00 7.667265960708200545e-01
0.000000000000000000e+00 3.000000000000000444e-01 0.000000000000000000e+00 9.777512371933363422e-01
5.000000000000000278e-02 3.000000000000000444e-01 0.000000000000000000e+00 9.771403335973504189e-01
1.000000000000000056e-01 3.000000000000000444e-01 0.000000000000000000e+00 9.753099120283326151e-01
1.500000000000000222e-01 3.000000000000000444e-01 0.000000000000000000e+00 9.722668258518643025e-01
2.000000000000000111e-01 3.000000000000000444e-01 0.000000000000000000e+00 9.680224498313060311e-01
2.500000000000000000e-01 3.000000000000000444e-01 0.000000000000000000e+00 9.625926092944695478e-01
3.000000000000000444e-01 3.000000000000000444e-01 0.000000000000000000e+00 9.559974818330998492e-01
3.500000000000000333e-01 3.000000000000000444e-01 0.000000000000000000e+00 9.482614723896479747e-01
4.000000000000000222e-01 3.000000000000000444e-01 0.000000000000000000e+00 9.394130628134758076e-01
4.500000000000000111e-01 3.000000000000000444e-01 0.000000000000000000e+00 9.294846371842433452e-01
5.000000000000000000e-01 3.000000000000000444e-01 0.000000000000000000e+00 9.185122844014573795e-01
5.500000000000000444e-01 3.000000000000000444e-01 0.000000000000000000e+00 9.065355797238511260e-01
6.000000000000000888e-01 3.000000000000000444e-01 0.000000000000000000e+00 8.935973471085156827e-01
6.500000000000000222e-01 3.000000000000000444e-01 0.000000000000000000e+00 8.797434043458188802e-01
7.000000000000000666e-01 3.000000000000000444e-01 0.000000000000000000e+00 8.650222931107413027e-01
7.500000000000000000e-01 3.000000000000000444e-01 0.000000000000000000e+00 8.494849961531930616e-01
8.000000000000000444e-01 3.000000000000000444e-01 0.000000000000000000e+00 8.331846439283304706e-01
8.500000000000000888e-01 3.000000000000000444e-01 0.000000000000000000e+00 8.161762130223397804e-01
9.000000000000000222e-01 3.000000000000000444e-01 0.000000000000000000e+00 7.985162187593770611e-01
9.500000000000000666e-01 3.000000000000000444e-01 0.000000000000000000e+00 7.802624043814325727e-01
1.000000000000000000e+00 3.000000000000000444e-01 0.000000000000000000e+00 7.614734291752052187e-01
0.000000000000000000e+00 3.500000000000000333e-01 0.000000000000000000e+00 9.698391945907022249e-01
5.000000000000000278e-02 3.500000000000000333e-01 0.000000000000000000e+00 9.692332344763441299e-01
1.000000000000000056e-01 3.500000000000000333e-01 0.000000000000000000e+00 9.674176248276634693e-01
1.500000000000000222e-01 3.500000000000000333e-01 0.000000000000000000e+00 9.643991635522495276e-01
2.000000000000000111e-01 3.500000000000000333e-01 0.000000000000000000e+00 9.601891333679518636e-01
2.500000000000000000e-01 3.500000000000000333e-01 0.000000000000000000e+00 9.548032315427413819e-01
3.000000000000000444e-01 3.500000000000000333e-01 0.000000000000000000e+00 9.482614723896479747e-01
3.500000000000000333e-01 3.500000000000000333e-01 0.000000000000000000e+00 9.405880633643420863e-01
4.000000000000000222e-01 3.500000000000000333e-01 0.000000000000000000e+00 9.318112558387416922e-01
4.500000000000000111e-01 3.500000000000000333e-01 0.000000000000000000e+00 9.219631718378983321e-01
5.000000000000000000e-01 3.500000000000000333e-01 0.000000000000000000e+00 9.110796082270061769e-01
5.500000000000000444e-01 3.500000000000000333e-01 0.000000000000000000e+00 8.991998200185832291e-01
6.000000000000000888e-01 3.500000000000000333e-01 0.000000000000000000e+00 8.863662846347738489e-01
6.500000000000000222e-01 3.500000000000000333e-01 0.000000000000000000e+00 8.726244491046565299e-01
7.000000000000000666e-01 3.500000000000000333e-01 0.000000000000000000e+00 8.580224623000264339e-01
7.500000000000000000e-01 3.500000000000000333e-01 0.000000000000000000e+00 8.426108944142315371e-01
8.000000000000000444e-01 3.500000000000000333e-01 0.000000000000000000e+00 8.264424459664597711e-01
8.500000000000000888e-01 3.500000000000000333e-01 0.000000000000000000e+00 8.095716486678868895e-01
9.000000000000000222e-01 3.500000000000000333e-01 0.000000000000000000e+00 7.920545605160653757e-01
9.500000000000000666e-01 3.500000000000000333e-01 0.000000000000000000e+00 7.739484574899708758e-01
1.000000000000000000e+00 3.500000000000000333e-01 0.000000000000000000e+00 7.553115242005795649e-01
0.000000000000000000e+00 4.000000000000000222e-01 0.000000000000000000e+00 9.607894391523231770e-01
5.000000000000000278e-02 4.000000000000000222e-01 0.000000000000000000e+00 9.601891333679518636e-01
1.000000000000000056e-01 4.000000000000000222e-01 0.000000000000000000e+00 9.583904655209468659e-01
1.500000000000000222e-01 4.000000000000000222e-01 0.000000000000000000e+00 9.554001700863188340e-01
2.000000000000000111e-01 4.000000000000000222e-01 0.000000000000000000e+00 9.512294245007140159e-01
2.500000000000000000e-01 4.000000000000000222e-01 0.000000000000000000e+00 9.458937795578867824e-01
3.000000000000000444e-01 4.000000000000000222e-01 0.000000000000000000e+00 9.394130628134758076e-01
3.500000000000000333e-01 4.000000000000000222e-01 0.000000000000000000e+00 9.318112558387416922e-01
4.000000000000000222e-01 4.000000000000000222e-01 0.000000000000000000e+00 9.231163463866357555e-01
4.500000000000000111e-01 4.000000000000000222e-01 0.000000000000000000e+00 9.133601567454361359e-01
5.000000000000000000e-01 4.000000000000000222e-01 0.000000000000000000e+00 9.025781497529256070e-01
5.500000000000000444e-01 4.000000000000000222e-01 0.000000000000000000e+00 8.908092141255754548e-01
6.000000000000000888e-01 4.000000000000000222e-01 0.000000000000000000e+00 8.780954309205613040e-01
6.500000000000000222e-01 4.000000000000000222e-01 0.000000000000000000e+00 8.644818230920213731e-01
7.000000000000000666e-01 4.000000000000000222e-01 0.000000000000000000e+00 8.500160902253981465e-01
7.500000000000000000e-01 4.000000000000000222e-01 0.000000000000000000e+00 8.347483306338712161e-01
8.000000000000000444e-01 4.000000000000000222e-01 0.000000000000000000e+00 8.187307530779818210e-01
8.500000000000000888e-01 4.000000000000000222e-01 0.000000000000000000e+00 8.020173804230551484e-01
9.000000000000000222e-01 4.000000000000000222e-01 0.000000000000000000e+00 7.846637475787224814e-01
9.500000000000000666e-01 4.000000000000000222e-01 0.000000000000000000e+00 7.667265960708200545e-01
1.000000000000000000e+00 4.000000000000000222e-01 0.000000000000000000e+00 7.482635675785651586e-01
0.000000000000000000e+00 4.500000000000000111e-01 0.000000000000000000e+00 9.506350918586984333e-01
5.000000000000000278e-02 4.500000000000000111e-01 0.000000000000000000e+00 9.500411305585277910e-01
1.000000000000000056e-01 4.500000000000000111e-01 0.000000000000000000e+00 9.482614723896480857e-01
1.500000000000000222e-01 4.500000000000000111e-01 0.000000000000000000e+00 9.453027806520594156e-01
2.000000000000000111e-01 4.500000000000000111e-01 0.000000000000000000e+00 9.411761146508295095e-01
2.500000000000000000e-01 4.500000000000000111e-01 0.000000000000000000e+00 9.358968608271978074e-01
3.000000000000000444e-01 4.500000000000000111e-01 0.000000000000000000e+00 9.294846371842433452e-01
3.500000000000000333e-01 4.500000000000000111e-01 0.000000000000000000e+00 9.219631718378983321e-01
4.000000000000000222e-01 4.500000000000000111e-01 0.000000000000000000e+00 9.133601567454361359e-01
4.500000000000000111e-01 4.500000000000000111e-01 0.000000000000000000e+00 9.037070778731960408e-01
5.000000000000000000e-01 4.500000000000000111e-01 0.000000000000000000e+00 8.930390232609498602e-01
5.500000000000000444e-01 4.500000000000000111e-01 0.000000000000000000e+00 8.813944706198884038e-01
6.000000000000000888e-01 4.500000000000000111e-01 0.000000000000000000e+00 8.688150562628431661e-01
6.500000000000000222e-01 4.500000000000000111e-01 0.000000000000000000e+00 8.553453273074225205e-01
7.000000000000000666e-01 4.500000000000000111e-01 0.000000000000000000e+00 8.410324792138814676e-01
7.500000000000000000e-01 4.500000000000000111e-01 0.000000000000000000e+00 8.259260808186481562e-01
8.000000000000000444e-01 4.500000000000000111e-01 0.000000000000000000e+00 8.100777891007135967e-01
8.500000000000000888e-01 4.500000000000000111e-01 0.000000000000000000e+00 7.935410559710253109e-01
9.000000000000000222e-01 4.500000000000000111e-01 0.000000000000000000e+00 7.763708294044123770e-01
9.500000000000000666e-01 4.500000000000000111e-01 0.000000000000000000e+00 7.586232512394792682e-01
1.000000000000000000e+00 4.500000000000000111e-01 0.000000000000000000e+00 7.403553539547111928e-01
0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 9.394130628134758076e-01
5.000000000000000278e-02 5.000000000000000000e-01 0.000000000000000000e+00 9.388261130901123241e-01
1.000000000000000056e-01 5.000000000000000000e-01 0.000000000000000000e+00 9.370674633774034312e-01
1.500000000000000222e-01 5.000000000000000000e-01 0.000000000000000000e+00 9.341436983166222507e-01
2.000000000000000111e-01 5.000000000000000000e-01 0.000000000000000000e+00 9.300657466602784140e-01
2.500000000000000000e-01 5.000000000000000000e-01 0.000000000000000000e+00 9.248488132162048236e-01
3.000000000000000444e-01 5.000000000000000000e-01 0.000000000000000000e+00 9.185122844014573795e-01
3.500000000000000333e-01 5.000000000000000000e-01 0.000000000000000000e+00 9.110796082270061769e-01
4.000000000000000222e-01 5.000000000000000000e-01 0.000000000000000000e+00 9.025781497529256070e-01
4.500000000000000111e-01 5.000000000000000000e-01 0.000000000000000000e+00 8.930390232609498602e-01
5.000000000000000000e-01 5.000000000000000000e-01 0.000000000000000000e+00 8.824969025845954551e-01
5.500000000000000444e-01 5.000000000000000000e-01 0.000000000000000000e+00 8.709898112145051385e-01
6.000000000000000888e-01 5.000000000000000000e-01 0.000000000000000000e+00 8.585588939563946198e-01
6.500000000000000222e-01 5.000000000000000000e-01 0.000000000000000000e+00 8.452481720593747472e-01
7.000000000000000666e-01 5.000000000000000000e-01 0.000000000000000000e+00 8.311042838521256471e-01
7.500000000000000000e-01 5.000000000000000000e-01 0.000000000000000000e+00 8.161762130223397804e-01
8.000000000000000444e-01 5.000000000000000000e-01 0.000000000000000000e+00 8.005150067502286859e-01
8.500000000000000888e-01 5.000000000000000000e-01 0.000000000000000000e+00 7.841734859592008888e-01
9.000000000000000222e-01 5.000000000000000000e-01 0.000000000000000000e+00 7.672059499758556722e-01
9.500000000000000666e-01 5.000000000000000000e-01 0.000000000000000000e+00 7.496678778972798440e-01
1.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 7.316156289466417828e-01
0.000000000000000000e+00 5.500000000000000444e-01 0.000000000000000000e+00 9.271638278117531051e-01
5.000000000000000278e-02 5.500000000000000444e-01 0.000000000000000000e+00 9.265845314683354150e-01
1.000000000000000056e-01 5.500000000000000444e-01 0.000000000000000000e+00 9.248488132162048236e-01
1.500000000000000222e-01 5.500000000000000444e-01 0.000000000000000000e+00 9.219631718378983321e-01
2.000000000000000111e-01 5.500000000000000444e-01 0.000000000000000000e+00 9.179383935832684527e-01
2.500000000000000000e-01 5.500000000000000444e-01 0.000000000000000000e+00 9.127894850009669048e-01
3.000000000000000444e-01 5.500000000000000444e-01 0.000000000000000000e+00 9.065355797238511260e-01
3.500000000000000333e-01 5.500000000000000444e-01 0.000000000000000000e+00 8.991998200185832291e-01
4.000000000000000222e-01 5.500000000000000444e-01 0.000000000000000000e+00 8.908092141255754548e-01
4.500000000000000111e-01 5.500000000000000444e-01 0.000000000000000000e+00 8.813944706198884038e-01
5.000000000000000000e-01 5.500000000000000444e-01 0.000000000000000000e+00 8.709898112145051385e-01
5.500000000000000444e-01 5.500000000000000444e-01 0.000000000000000000e+00 8.596327636025421493e-01
6.000000000000000888e-01 5.500000000000000444e-01 0.000000000000000000e+00 8.473639360926044084e-01
6.500000000000000222e-01 5.500000000000000444e-01 0.000000000000000000e+00 8.342267759300476815e-01
7.000000000000000666e-01 5.500000000000000444e-01 0.000000000000000000e+00 8.202673133150611973e-01
7.500000000000000000e-01 5.500000000000000444e-01 0.000000000000000000e+00 8.055338932251413508e-01
8.000000000000000444e-01 5.500000000000000444e-01 0.000000000000000000e+00 7.900768972239232690e-01
8.500000000000000888e-01 5.500000000000000444e-01 0.000000000000000000e+00 7.739484574899708758e-01
9.000000000000000222e-01 5.500000000000000444e-01 0.000000000000000000e+00 7.572021653277811737e-01
9.500000000000000666e-01 5.500000000000000444e-01 0.000000000000000000e+00 7.398927764290241793e-01
1.000000000000000000e+00 5.500000000000000444e-01 0.000000000000000000e+00 7.220759151352745819e-01
0.000000000000000000e+00 6.000000000000000888e-01 0.000000000000000000e+00 9.139311852712281858e-01
5.000000000000000278e-02 6.000000000000000888e-01 0.000000000000000000e+00 9.133601567454361359e-01
1.000000000000000056e-01 6.000000000000000888e-01 0.000000000000000000e+00 9.116492109644617203e-01
1.500000000000000222e-01 6.000000000000000888e-01 0.000000000000000000e+00 9.088047539590933255e-01
2.000000000000000111e-01 6.000000000000000888e-01 0.000000000000000000e+00 9.048374180359595176e-01
2.500000000000000000e-01 6.000000000000000888e-01 0.000000000000000000e+00 8.997619955676539050e-01
3.000000000000000444e-01 6.000000000000000888e-01 0.000000000000000000e+00 8.935973471085156827e-01
3.500000000000000333e-01 6.000000000000000888e-01 0.000000000000000000e+00 8.863662846347738489e-01
4.000000000000000222e-01 6.000000000000000888e-01 0.000000000000000000e+00 8.780954309205613040e-01
4.500000000000000111e-01 6.000000000000000888e-01 0.000000000000000000e+00 8.688150562628431661e-01
5.000000000000000000e-01 6.000000000000000888e-01 0.000000000000000000e+00 8.585588939563946198e-01
5.500000000000000444e-01 6.000000000000000888e-01 0.000000000000000000e+00 8.473639360926044084e-01
6.000000000000000888e-01 6.000000000000000888e-01 0.000000000000000000e+00 8.352702114112720011e-01
6.500000000000000222e-01 6.000000000000000888e-01 0.000000000000000000e+00 8.223205470711515419e-01
7.000000000000000666e-01 6.000000000000000888e-01 0.000000000000000000e+00 8.085603163214524214e-01
7.500000000000000000e-01 6.000000000000000888e-01 0.000000000000000000e+00 7.940371741517890936e-01
8.000000000000000444e-01 6.000000000000000888e-01 0.000000000000000000e+00 7.788007830714048785e-01
8.500000000000000888e-01 6.000000000000000888e-01 0.000000000000000000e+00 7.629025312193929986e-01
9.000000000000000222e-01 6.000000000000000888e-01 0.000000000000000000e+00 7.463952450358817270e-01
9.500000000000000666e-01 6.000000000000000888e-01 0.000000000000000000e+00 7.293328987298375310e-01
1.000000000000000000e+00 6.000000000000000888e-01 0.000000000000000000e+00 7.117703227626096529e-01
0.000000000000000000e+00 6.500000000000000222e-01 0.000000000000000000e+00 8.997619955676539050e-01
5.000000000000000278e-02 6.500000000000000222e-01 0.000000000000000000e+00 8.991998200185832291e-01
1.000000000000000056e-01 6.500000000000000222e-01 0.000000000000000000e+00 8.975153999933044302e-01
1.500000000000000222e-01 6.500000000000000222e-01 0.000000000000000000e+00 8.947150422063041564e-01
2.000000000000000111e-01 6.500000000000000222e-01 0.000000000000000000e+00 8.908092141255754548e-01
2.500000000000000000e-01 6.500000000000000222e-01 0.000000000000000000e+00 8.858124787892314167e-01
3.000000000000000444e-01 6.500000000000000222e-01 0.000000000000000000e+00 8.797434043458188802e-01
3.500000000000000333e-01 6.500000000000000222e-01 0.000000000000000000e+00 8.726244491046565299e-01
4.000000000000000222e-01 6.500000000000000222e-01 0.000000000000000000e+00 8.644818230920213731e-01
4.500000000000000111e-01 6.500000000000000222e-01 0.000000000000000000e+00 8.553453273074225205e-01
5.000000000000000000e-01 6.500000000000000222e-01 0.000000000000000000e+00 8.452481720593747472e-01
5.500000000000000444e-01 6.500000000000000222e-01 0.000000000000000000e+00 8.342267759300476815e-01
6.000000000000000888e-01 6.500000000000000222e-01 0.000000000000000000e+00 8.223205470711515419e-01
6.500000000000000222e-01 6.500000000000000222e-01 0.000000000000000000e+00 8.095716486678868895e-01
7.000000000000000666e-01 6.500000000000000222e-01 0.000000000000000000e+00 7.960247505224359310e-01
7.500000000000000000e-01 6.500000000000000222e-01 0.000000000000000000e+00 7.817267688022793148e-01
8.000000000000000444e-01 6.500000000000000222e-01 0.000000000000000000e+00 7.667265960708200545e-01
